#pLT is two-dimensional [i,r]=[component, individual]
#[i,*] means all data in row i.

param pLT := 
[1,*]
1  0    2  7    3  7    4  5    5  5    6  8    7  7    8  6    9  8    10 6    
11 5    12 7    13 5    14 8    15 7    16 8    17 7    18 8    19 7    20 4    
21 6    22 5    23 7    24 7    25 7    26 7    27 8    28 6    29 8    30 3    
31 4    32 5    

[2,*]
1  2    2  4    3  3    4  3    5  4    6  4    7  3    8  4    9  3    10 3    
11 4    12 3    13 4    14 4    15 4    16 4    17 4    18 4    19 2    20 3    
21 3    22 4    23 4    24 4    25 4    26 4    27 3    28 4    29 2    30 2    
31 3    32 3    

[3,*]
1  1    2  2    3  2    4  3    5  3    6  2    7  3    8  3    9  2    10 3    
11 2    12 3    13 3    14 3    15 3    16 3    17 3    18 2    19 2    20 2    
21 3    22 3    23 3    24 3    25 3    26 2    27 3    28 1    29 1    30 2    
31 2    32 3    

[4,*]
1  1    2  2    3  3    4  3    5  2    6  3    7  2    8  2    9  3    10 2    
11 3    12 2    13 3    14 3    15 3    16 2    17 1    18 2    19 2    20 2    
21 3    22 2    23 2    24 3    25 2    26 3    27 1    28 1    29 1    30 2    
31 3    32 3    
;
