#pLT is two-dimensional [i,r]=[component, individual]
#[i,*] means all data in row i.

param pLT := 
[1,*]
1  0    2  8    3  6    4  8    5  3    6  4    7  5    8  6    9  7    10 8    
11 7    12 4    13 5    14 6    15 9    16 7    17 4    18 5    19 7    20 6    
21 4    22 6    23 8    24 6    25 8    26 4    27 4    28 6    29 8    30 4    
31 6    32 6    

[2,*]
1  2    2  3    3  4    4  2    5  2    6  3    7  3    8  4    9  4    10 4    
11 2    12 3    13 4    14 5    15 4    16 3    17 3    18 4    19 3    20 2    
21 3    22 4    23 3    24 4    25 2    26 3    27 3    28 4    29 2    30 3    
31 3    32 4    

[3,*]
1  1    2  3    3  1    4  1    5  2    6  2    7  3    8  3    9  3    10 1    
11 2    12 3    13 3    14 3    15 2    16 2    17 3    18 2    19 2    20 2    
21 3    22 2    23 3    24 1    25 2    26 2    27 3    28 1    29 2    30 2    
31 3    32 3    

[4,*]
1  1    2  1    3  1    4  1    5  2    6  3    7  3    8  3    9  1    10 2    
11 2    12 3    13 3    14 1    15 2    16 3    17 2    18 1    19 2    20 3    
21 2    22 3    23 1    24 1    25 2    26 3    27 1    28 2    29 2    30 2    
31 2    32 2    
;
