#pLT is two-dimensional [i,r]=[component, individual]
#[i,*] means all data in row i.

param pLT := 
[1,*]
1  0    2  6    3  7    4  8    5  8    6  5    7  6    8  4    9  7    10 8    
11 7    12 5    13 7    14 7    15 5    16 5    17 8    18 7    19 6    20 8    
21 6    22 5    23 7    24 5    25 8    26 7    27 8    28 7    29 8    30 7    
31 4    32 6    

[2,*]
1  2    2  4    3  4    4  4    5  3    6  3    7  2    8  4    9  4    10 4    
11 3    12 4    13 4    14 3    15 3    16 4    17 4    18 3    19 4    20 3    
21 3    22 4    23 3    24 4    25 4    26 4    27 4    28 4    29 4    30 2    
31 3    32 3    

[3,*]
1  1    2  3    3  3    4  2    5  2    6  2    7  3    8  3    9  3    10 2    
11 3    12 3    13 2    14 2    15 3    16 3    17 2    18 3    19 3    20 2    
21 3    22 2    23 3    24 3    25 3    26 3    27 3    28 3    29 2    30 2    
31 2    32 3    

[4,*]
1  1    2  3    3  2    4  2    5  1    6  2    7  3    8  3    9  2    10 2    
11 2    12 2    13 2    14 3    15 3    16 2    17 3    18 2    19 2    20 3    
21 2    22 3    23 2    24 3    25 3    26 3    27 2    28 1    29 2    30 2    
31 2    32 3    
;
