#pLT is two-dimensional [i,r]=[component, individual]
#[i,*] means all data in row i.

param pLT := 
[1,*]
1  0    2  5    3  8    4  7    5  6    6  8    7  6    8  5    9  7    10 5    
11 8    12 7    13 8    14 7    15 8    16 7    17 4    18 6    19 5    20 7    
21 7    22 7    23 7    24 8    25 6    26 8    27 3    28 4    29 5    30 6    
31 7    32 8    

[2,*]
1  1    2  4    3  4    4  3    5  4    6  3    7  3    8  4    9  3    10 4    
11 4    12 4    13 4    14 4    15 4    16 2    17 3    18 3    19 4    20 4    
21 4    22 4    23 4    24 3    25 4    26 2    27 2    28 3    29 3    30 4    
31 4    32 4    

[3,*]
1  1    2  3    3  2    4  3    5  3    6  2    7  3    8  2    9  3    10 3    
11 3    12 3    13 3    14 3    15 2    16 2    17 2    18 3    19 3    20 3    
21 3    22 3    23 2    24 3    25 1    26 1    27 2    28 2    29 3    30 3    
31 3    32 1    

[4,*]
1  1    2  2    3  3    4  2    5  2    6  3    7  2    8  3    9  2    10 3    
11 3    12 3    13 2    14 1    15 2    16 2    17 2    18 3    19 2    20 2    
21 3    22 2    23 3    24 1    25 1    26 1    27 2    28 3    29 3    30 3    
31 1    32 2    
;
