#pLT is two-dimensional [i,r]=[component, individual]
#[i,*] means all data in row i.

param pLT := 
[1,*]
1  0    2  4    3  8    4  4    5  8    6  6    7  7    8  7    9  6    10 4    
11 7    12 6    13 7    14 8    15 8    16 5    17 6    18 4    19 7    20 8    
21 7    22 5    23 7    24 7    25 5    26 5    27 8    28 7    29 6    30 8    
31 6    32 5    

[2,*]
1  1    2  4    3  2    4  4    5  3    6  4    7  4    8  3    9  2    10 4    
11 4    12 4    13 4    14 4    15 3    16 3    17 2    18 4    19 4    20 4    
21 3    22 4    23 4    24 3    25 3    26 4    27 4    28 3    29 4    30 3    
31 3    32 4    

[3,*]
1  1    2  1    3  3    4  2    5  3    6  3    7  3    8  2    9  3    10 3    
11 3    12 3    13 3    14 2    15 2    16 2    17 3    18 3    19 3    20 2    
21 3    22 3    23 2    24 2    25 3    26 3    27 2    28 3    29 3    30 2    
31 3    32 2    

[4,*]
1  1    2  3    3  2    4  3    5  2    6  2    7  1    8  2    9  2    10 2    
11 3    12 3    13 2    14 2    15 1    16 2    17 3    18 3    19 2    20 2    
21 2    22 2    23 2    24 3    25 3    26 2    27 3    28 2    29 2    30 3    
31 2    32 3    
;
