#pLT is two-dimensional [i,r]=[component, individual]
#[i,*] means all data in row i.

param pLT := 
[1,*]
1  0    2  3    3  4    4  5    5  6    6  7    7  8    8  7    9  4    10 5    
11 6    12 9    13 7    14 4    15 5    16 7    17 6    18 4    19 6    20 8    
21 6    22 8    23 4    24 4    25 6    26 8    27 4    28 6    29 6    30 7    
31 7    32 6    

[2,*]
1  1    2  2    3  3    4  3    5  4    6  4    7  4    8  2    9  3    10 4    
11 5    12 4    13 3    14 3    15 4    16 3    17 2    18 3    19 4    20 3    
21 4    22 2    23 3    24 3    25 4    26 2    27 3    28 3    29 4    30 4    
31 3    32 4    

[3,*]
1  1    2  2    3  2    4  3    5  3    6  3    7  1    8  2    9  3    10 3    
11 3    12 2    13 2    14 3    15 2    16 2    17 2    18 3    19 2    20 3    
21 1    22 2    23 2    24 3    25 1    26 2    27 2    28 3    29 3    30 3    
31 3    32 2    

[4,*]
1  1    2  2    3  3    4  3    5  3    6  1    7  2    8  2    9  3    10 3    
11 1    12 2    13 3    14 2    15 1    16 2    17 3    18 2    19 3    20 1    
21 1    22 2    23 3    24 1    25 2    26 2    27 2    28 2    29 2    30 2    
31 2    32 2    
;
