#pLT is two-dimensional [i,r]=[component, individual]
#[i,*] means all data in row i.

param pLT := 
[1,*]
1  0    2  6    3  8    4  6    5  4    6  8    7  4    8  4    9  6    10 7    
11 5    12 6    13 8    14 6    15 6    16 9    17 8    18 6    19 6    20 6    
21 7    22 6    23 6    24 7    25 6    26 7    27 6    28 8    29 7    30 7    
31 5    32 7    

[2,*]
1  1    2  4    3  3    4  2    5  4    6  2    7  2    8  3    9  4    10 3    
11 3    12 4    13 3    14 3    15 5    16 4    17 3    18 3    19 3    20 4    
21 3    22 3    23 4    24 4    25 4    26 3    27 5    28 4    29 4    30 3    
31 4    32 3    

[3,*]
1  1    2  2    3  2    4  3    5  1    6  2    7  2    8  3    9  2    10 2    
11 3    12 2    13 2    14 4    15 3    16 2    17 2    18 2    19 3    20 2    
21 2    22 3    23 3    24 3    25 2    26 3    27 3    28 3    29 2    30 3    
31 2    32 3    

[4,*]
1  1    2  1    3  3    4  1    5  1    6  2    7  2    8  2    9  2    10 3    
11 2    12 2    13 3    14 3    15 2    16 2    17 2    18 2    19 2    20 2    
21 3    22 2    23 2    24 2    25 3    26 2    27 3    28 1    29 2    30 2    
31 3    32 2    

[5,*]
1  1    2  2    3  1    4  1    5  1    6  1    7  1    8  1    9  2    10 1    
11 1    12 2    13 2    14 1    15 1    16 1    17 2    18 1    19 1    20 2    
21 1    22 1    23 1    24 2    25 1    26 2    27 1    28 2    29 1    30 2    
31 1    32 2    

[6,*]
1  3    2  2    3  2    4  3    5  4    6  3    7  3    8  5    9  4    10 4    
11 6    12 5    13 4    14 4    15 4    16 4    17 3    18 3    19 5    20 4    
21 4    22 3    23 5    24 4    25 4    26 2    27 4    28 4    29 5    30 4    
31 4    32 2    

[7,*]
1  1    2  4    3  5    4  6    5  5    6  5    7  7    8  5    9  5    10 7    
11 7    12 5    13 5    14 5    15 6    16 5    17 5    18 6    19 6    20 6    
21 5    22 7    23 6    24 6    25 4    26 6    27 5    28 7    29 6    30 6    
31 3    32 5    

[8,*]
1  1    2  1    3  1    4  1    5  1    6  2    7  1    8  1    9  2    10 2    
11 1    12 1    13 1    14 1    15 1    16 1    17 2    18 1    19 1    20 1    
21 2    22 1    23 2    24 1    25 1    26 1    27 2    28 1    29 2    30 1    
31 1    32 1    
;
