#pLT is two-dimensional [i,r]=[component, individual]
#[i,*] means all data in row i.

param pLT := 
[1,*]
1  0    2  7    3  7    4  5    5  7    6  6    7  8    8  6    9  7    10 3    
11 6    12 4    13 8    14 4    15 8    16 6    17 7    18 7    19 6    20 4    
21 7    22 6    23 7    24 8    25 8    26 5    27 6    28 4    29 7    30 8    
31 7    32 5    

[2,*]
1  2    2  4    3  3    4  4    5  3    6  4    7  3    8  4    9  2    10 3    
11 2    12 4    13 2    14 4    15 3    16 4    17 4    18 3    19 2    20 4    
21 4    22 4    23 4    24 4    25 3    26 3    27 2    28 4    29 4    30 4    
31 3    32 4    

[3,*]
1  1    2  2    3  3    4  2    5  3    6  3    7  3    8  1    9  2    10 2    
11 3    12 1    13 3    14 2    15 3    16 3    17 3    18 2    19 3    20 3    
21 3    22 3    23 3    24 2    25 2    26 2    27 3    28 3    29 3    30 2    
31 3    32 3    

[4,*]
1  1    2  2    3  2    4  3    5  2    6  3    7  1    8  2    9  1    10 3    
11 1    12 3    13 2    14 3    15 2    16 2    17 1    18 2    19 2    20 2    
21 3    22 3    23 2    24 2    25 1    26 2    27 3    28 3    29 2    30 2    
31 2    32 2    
;
