#pLT is two-dimensional [i,r]=[component, individual]
#[i,*] means all data in row i.

param pLT := 
[1,*]
1  0    2  8    3  7    4  8    5  7    6  4    7  6    8  5    9  7    10 7    
11 7    12 7    13 8    14 6    15 8    16 3    17 4    18 5    19 6    20 7    
21 8    22 7    23 4    24 5    25 6    26 9    27 7    28 4    29 5    30 7    
31 6    32 4    

[2,*]
1  2    2  4    3  4    4  4    5  2    6  3    7  3    8  4    9  4    10 4    
11 4    12 4    13 3    14 4    15 2    16 2    17 3    18 3    19 4    20 4    
21 4    22 2    23 3    24 4    25 5    26 4    27 3    28 3    29 4    30 3    
31 2    32 3    

[3,*]
1  1    2  3    3  3    4  2    5  2    6  2    7  3    8  3    9  3    10 3    
11 3    12 2    13 3    14 1    15 1    16 2    17 2    18 3    19 3    20 3    
21 1    22 2    23 3    24 3    25 3    26 2    27 2    28 3    29 2    30 2    
31 2    32 3    

[4,*]
1  1    2  2    3  1    4  2    5  2    6  2    7  3    8  2    9  2    10 3    
11 2    12 3    13 1    14 1    15 1    16 2    17 3    18 3    19 3    20 1    
21 2    22 2    23 3    24 3    25 1    26 2    27 3    28 2    29 1    30 2    
31 3    32 2    
;
