#pLT is two-dimensional [i,r]=[component, individual]
#[i,*] means all data in row i.

param pLT := 
[1,*]
1  0    2  4    3  8    4  4    5  4    6  6    7  7    8  5    9  6    10 8    
11 6    12 6    13 9    14 8    15 6    16 6    17 6    18 7    19 6    20 6    
21 7    22 6    23 7    24 6    25 8    26 7    27 7    28 5    29 7    30 6    
31 8    32 6    

[2,*]
1  1    2  4    3  2    4  2    5  3    6  4    7  3    8  3    9  4    10 3    
11 3    12 5    13 4    14 3    15 3    16 3    17 4    18 3    19 3    20 4    
21 4    22 4    23 3    24 5    25 4    26 4    27 3    28 4    29 3    30 4    
31 3    32 4    

[3,*]
1  1    2  1    3  2    4  2    5  3    6  2    7  2    8  3    9  2    10 2    
11 4    12 3    13 2    14 2    15 2    16 3    17 2    18 2    19 3    20 3    
21 3    22 2    23 3    24 3    25 3    26 2    27 3    28 2    29 3    30 3    
31 3    32 1    

[4,*]
1  1    2  1    3  2    4  2    5  2    6  2    7  3    8  2    9  2    10 3    
11 3    12 2    13 2    14 2    15 2    16 2    17 2    18 3    19 2    20 2    
21 2    22 3    23 2    24 3    25 1    26 2    27 2    28 3    29 2    30 3    
31 1    32 2    
;
