#pLT is two-dimensional [i,r]=[component, individual]
#[i,*] means all data in row i.

param pLT := 
[1,*]
1  0    2  4    3  6    4  7    5  5    6  6    7  8    8  6    9  6    10 9    
11 8    12 6    13 6    14 6    15 7    16 6    17 6    18 7    19 6    20 7    
21 6    22 8    23 7    24 7    25 5    26 7    27 6    28 8    29 6    30 7    
31 3    32 6    

[2,*]
1  1    2  3    3  4    4  3    5  3    6  4    7  3    8  3    9  5    10 4    
11 3    12 3    13 3    14 4    15 3    16 3    17 4    18 4    19 4    20 3    
21 5    22 4    23 4    24 3    25 4    26 3    27 4    28 3    29 4    30 2    
31 3    32 2    

[3,*]
1  1    2  3    3  2    4  2    5  3    6  2    7  2    8  4    9  3    10 2    
11 2    12 2    13 3    14 2    15 2    16 3    17 3    18 3    19 2    20 3    
21 3    22 3    23 2    24 3    25 2    26 3    27 3    28 3    29 1    30 2    
31 2    32 3    

[4,*]
1  1    2  2    3  2    4  3    5  2    6  2    7  3    8  3    9  2    10 2    
11 2    12 2    13 2    14 2    15 3    16 2    17 2    18 2    19 3    20 2    
21 3    22 1    23 2    24 2    25 3    26 2    27 3    28 1    29 2    30 1    
31 3    32 1    
;
