#pLT is two-dimensional [i,r]=[component, individual]
#[i,*] means all data in row i.

param pLT := 
[1,*]
1  0    2  6    3  7    4  3    5  6    6  4    7  8    8  4    9  8    10 6    
11 7    12 7    13 6    14 4    15 7    16 6    17 7    18 8    19 8    20 5    
21 6    22 4    23 7    24 8    25 7    26 5    27 7    28 7    29 5    30 5    
31 8    32 7    

[2,*]
1  1    2  4    3  2    4  3    5  2    6  4    7  2    8  4    9  3    10 4    
11 4    12 3    13 2    14 4    15 4    16 4    17 4    18 4    19 3    20 3    
21 2    22 4    23 4    24 4    25 3    26 4    27 4    28 3    29 3    30 4    
31 4    32 3    

[3,*]
1  1    2  1    3  2    4  2    5  3    6  1    7  3    8  2    9  3    10 3    
11 3    12 2    13 3    14 3    15 3    16 3    17 3    18 2    19 2    20 2    
21 3    22 3    23 3    24 2    25 3    26 3    27 2    28 2    29 3    30 3    
31 2    32 3    

[4,*]
1  1    2  2    3  1    4  3    5  1    6  3    7  2    8  3    9  2    10 2    
11 1    12 2    13 2    14 2    15 3    16 3    17 2    18 2    19 1    20 2    
21 3    22 3    23 2    24 2    25 2    26 2    27 2    28 3    29 3    30 2    
31 3    32 2    
;
