#pLT is two-dimensional [i,r]=[component, individual]
#[i,*] means all data in row i.

param pLT := 
[1,*]
1  0    2  7    3  3    4  6    5  4    6  8    7  4    8  8    9  6    10 7    
11 7    12 6    13 4    14 7    15 6    16 7    17 8    18 8    19 5    20 6    
21 4    22 7    23 8    24 7    25 5    26 7    27 7    28 5    29 5    30 8    
31 7    32 6    

[2,*]
1  2    2  2    3  3    4  2    5  4    6  2    7  4    8  3    9  4    10 4    
11 3    12 2    13 4    14 4    15 4    16 4    17 4    18 3    19 3    20 2    
21 4    22 4    23 4    24 3    25 4    26 4    27 3    28 3    29 4    30 4    
31 3    32 4    

[3,*]
1  1    2  2    3  2    4  3    5  1    6  3    7  2    8  3    9  3    10 3    
11 2    12 3    13 3    14 3    15 3    16 3    17 2    18 2    19 2    20 3    
21 3    22 3    23 2    24 3    25 3    26 2    27 2    28 3    29 3    30 2    
31 3    32 3    

[4,*]
1  1    2  1    3  3    4  1    5  3    6  2    7  3    8  2    9  2    10 1    
11 2    12 2    13 2    14 3    15 3    16 2    17 2    18 1    19 2    20 3    
21 3    22 2    23 2    24 2    25 2    26 2    27 3    28 3    29 2    30 3    
31 2    32 2    
;
