#pLT is two-dimensional [i,r]=[component, individual]
#[i,*] means all data in row i.

param pLT := 
[1,*]
1  0    2  5    3  7    4  7    5  6    6  6    7  7    8  6    9  7    10 8    
11 4    12 7    13 6    14 8    15 6    16 4    17 8    18 4    19 4    20 6    
21 7    22 5    23 6    24 8    25 6    26 6    27 9    28 8    29 6    30 6    
31 6    32 7    

[2,*]
1  1    2  4    3  4    4  4    5  3    6  4    7  4    8  4    9  4    10 2    
11 4    12 3    13 4    14 3    15 2    16 4    17 2    18 2    19 3    20 4    
21 3    22 3    23 4    24 3    25 3    26 5    27 4    28 3    29 3    30 3    
31 4    32 3    

[3,*]
1  1    2  3    3  3    4  2    5  3    6  3    7  3    8  3    9  1    10 3    
11 2    12 3    13 2    14 2    15 3    16 1    17 2    18 2    19 3    20 2    
21 2    22 3    23 2    24 2    25 4    26 3    27 2    28 2    29 2    30 3    
31 2    32 2    

[4,*]
1  1    2  2    3  2    4  2    5  2    6  3    7  3    8  1    9  2    10 2    
11 3    12 2    13 1    14 3    15 1    16 1    17 2    18 2    19 2    20 2    
21 3    22 2    23 2    24 3    25 3    26 2    27 2    28 2    29 2    30 2    
31 2    32 3    
;
