#pLT is two-dimensional [i,r]=[component, individual]
#[i,*] means all data in row i.

param pLT := 
[1,*]
1  0    2  8    3  6    4  6    5  6    6  7    7  6    8  6    9  7    10 6    
11 7    12 6    13 8    14 7    15 7    16 5    17 7    18 6    19 8    20 6    
21 7    22 3    23 6    24 4    25 8    26 4    27 8    28 6    29 7    30 7    
31 6    32 4    

[2,*]
1  2    2  3    3  3    4  3    5  4    6  3    7  3    8  4    9  4    10 4    
11 3    12 5    13 4    14 4    15 3    16 4    17 3    18 4    19 3    20 4    
21 2    22 3    23 2    24 4    25 2    26 4    27 3    28 4    29 4    30 3    
31 2    32 4    

[3,*]
1  1    2  2    3  2    4  3    5  2    6  2    7  3    8  3    9  3    10 2    
11 3    12 3    13 3    14 2    15 3    16 2    17 3    18 3    19 3    20 1    
21 2    22 2    23 3    24 1    25 3    26 2    27 3    28 3    29 3    30 2    
31 3    32 3    

[4,*]
1  1    2  2    3  2    4  2    5  2    6  3    7  2    8  2    9  2    10 3    
11 2    12 3    13 1    14 2    15 2    16 3    17 2    18 3    19 1    20 2    
21 1    22 3    23 1    24 3    25 2    26 3    27 2    28 2    29 1    30 2    
31 2    32 2    
;
