#pLT is two-dimensional [i,r]=[component, individual]
#[i,*] means all data in row i.

param pLT := 
[1,*]
1  0    2  6    3  7    4  6    5  7    6  6    7  8    8  7    9  7    10 5    
11 7    12 6    13 8    14 6    15 7    16 3    17 6    18 4    19 8    20 4    
21 8    22 6    23 7    24 7    25 6    26 4    27 7    28 6    29 7    30 8    
31 8    32 5    

[2,*]
1  1    2  4    3  4    4  4    5  3    6  5    7  4    8  4    9  3    10 4    
11 3    12 4    13 3    14 4    15 2    16 3    17 2    18 4    19 2    20 4    
21 3    22 4    23 4    24 3    25 2    26 4    27 4    28 4    29 4    30 4    
31 3    32 3    

[3,*]
1  1    2  3    3  3    4  2    5  3    6  3    7  3    8  2    9  3    10 2    
11 3    12 3    13 3    14 1    15 2    16 2    17 3    18 1    19 3    20 2    
21 3    22 3    23 3    24 2    25 3    26 3    27 3    28 3    29 3    30 2    
31 2    32 2    

[4,*]
1  1    2  2    3  2    4  3    5  2    6  3    7  1    8  2    9  2    10 3    
11 2    12 3    13 1    14 2    15 1    16 3    17 1    18 3    19 2    20 3    
21 2    22 2    23 1    24 2    25 2    26 2    27 3    28 3    29 2    30 2    
31 1    32 2    
;
